36,50,57,53
51,35,34,53
44,37,32,43
40,56,54,47
53,31,43,56
51,45,47,54
31,41,41,32
32,30,56,49
56,56,49,50
53,37,60,33
45,58,42,44
53,36,35,53
58,32,53,51
40,45,51,44
54,53,31,50
41,42,45,56
48,60,43,31
50,58,53,36
50,31,49,44
57,60,30,44
31,50,42,46
30,43,43,57
60,48,34,40
43,54,44,37
33,57,31,40
30,35,56,42
53,47,40,50
44,54,34,48
58,47,49,45
47,59,37,58
37,30,53,32
56,49,34,46
43,34,60,50
50,34,32,57
48,34,42,33
30,48,49,35
31,30,39,33
54,58,36,41
42,41,37,60
46,54,30,59
50,38,54,41
49,40,60,47
48,58,40,59
37,36,37,45
42,49,30,33
49,45,33,47
57,32,45,59
30,49,42,53
59,51,54,30
60,50,31,43
50,40,58,42
52,44,54,44
42,41,38,30
46,36,52,54
43,55,33,55
56,37,44,47
59,46,44,43
49,45,31,39
33,55,59,49
32,52,31,53
33,59,44,37
30,33,33,54
55,30,44,55
51,58,33,34
50,56,30,38
44,44,38,60
60,45,57,37
54,40,44,59
49,48,44,40
33,47,59,45
55,55,34,35
39,34,38,52
59,57,51,46
38,59,36,36
44,54,52,40
34,30,34,42
35,50,39,48
46,48,33,36
38,45,37,32
47,33,31,45
45,45,60,32
32,49,55,59
48,36,40,58
48,55,47,47
35,50,38,50
44,53,48,45
49,30,35,60
38,48,39,34
60,46,45,30
49,57,50,39
52,53,36,54
30,54,60,46
51,48,46,58
54,52,31,39
51,30,42,30
38,47,49,60
53,51,31,48
44,52,33,32
47,54,36,35
56,55,31,42
35,45,31,56
36,45,58,33
58,30,51,42
59,44,53,33
32,58,58,55
50,41,60,59
50,50,55,55
39,50,57,44
54,47,59,52
52,43,60,53
48,34,51,37
33,53,42,47
43,52,37,39
50,60,56,38
37,58,30,50
47,39,37,54
58,52,59,55
31,54,33,50
41,57,37,48
48,52,31,32
32,47,51,41
59,51,57,48
41,41,49,33
49,30,59,51
49,57,47,30
60,52,50,33
47,56,35,41
35,39,44,40
59,30,36,40
53,56,38,48
38,35,46,58
45,38,40,48
40,38,55,34
47,48,47,52
44,43,51,46
52,47,60,46
47,49,44,60
40,51,34,37
52,57,50,32
39,33,48,54
60,43,56,41
50,43,32,51
47,56,60,60
32,59,57,51
49,58,33,49
58,32,57,40
38,41,47,57
55,52,34,44
33,58,50,38
41,33,38,53
47,49,44,58
50,30,32,49
57,50,48,46
57,40,58,44
45,56,35,54
53,54,38,50
36,49,42,50
51,31,34,58
51,48,34,46
59,44,57,54
42,33,37,60
44,59,30,33
51,60,41,51
38,32,31,44
58,55,33,31
32,38,45,55
57,60,55,59
55,58,43,40
59,46,45,40
42,31,30,60
33,47,30,36
56,33,57,60
51,56,40,35
31,34,39,50
44,30,37,53
41,43,35,40
50,33,37,43
35,46,55,41
57,44,37,41
30,54,44,53
53,50,44,31
44,51,58,58
30,44,60,58
32,33,37,37
37,46,32,59
35,36,48,56
49,45,44,38
43,42,35,41
45,44,47,32
36,40,35,56
51,41,42,36
38,42,44,44
48,37,59,58
48,39,44,52
50,31,45,53
54,39,42,53
55,43,34,60
53,37,35,36
41,56,52,31
49,59,56,46
53,43,38,32
59,30,45,49
34,37,52,31
38,56,38,55
30,36,30,37
50,36,47,57
59,48,36,33
40,48,57,46
51,47,55,41
44,40,36,38
55,32,52,55
52,31,30,42
36,35,50,35
60,54,44,50
52,30,35,52
57,37,35,55
46,34,30,43
36,55,50,50
30,35,45,35
31,30,51,51
51,42,60,46
52,30,31,49
53,52,46,52
39,42,51,40
47,57,44,37
60,50,59,42
37,36,48,60
30,40,42,35
50,41,45,54
59,32,44,57
36,54,40,31
54,57,33,39
60,37,52,51
36,39,30,57
57,48,31,52
34,42,36,49
36,43,46,32
60,55,45,60
32,37,40,50
47,56,48,52
32,39,30,58
37,35,38,50
39,60,31,41
32,38,57,42
53,41,59,38
32,52,48,59
39,32,45,59
56,32,46,53
47,31,41,31
50,58,47,30
41,35,44,41
60,42,46,34
47,44,39,51
49,30,37,30
44,54,46,35
46,50,34,58
56,36,37,58
39,32,32,59
34,55,43,32
57,33,30,32
36,46,35,47
36,48,44,35
60,30,57,39
31,47,43,33
55,56,58,39
42,58,42,51
56,60,43,39
36,57,53,43
57,57,52,53
44,60,52,59
37,37,32,57
55,55,30,59
60,50,50,57
39,44,55,50
43,47,51,55
39,40,36,32
60,43,44,57
30,40,48,49
55,54,54,40
34,41,54,48
52,50,36,34
45,58,51,60
37,46,44,51
57,35,33,38
48,44,46,42
35,49,58,60
54,42,40,38
41,51,58,38
45,53,58,58
50,55,35,35
46,53,47,34
50,43,54,59
48,58,48,57
52,58,37,47
58,35,49,38
45,34,46,50
58,58,30,40
35,55,60,37
56,44,59,40
44,55,35,42
55,45,56,59
35,42,58,45
58,39,37,32
44,41,50,32
55,34,46,45
35,33,55,53
50,52,30,30
50,47,44,33
50,47,52,33
44,58,48,34
44,48,40,36
53,31,30,30
42,38,56,41
35,48,55,53
35,35,44,53
32,57,30,54
33,32,53,56
54,49,43,44
43,51,46,52
30,57,38,47
39,36,49,50
54,37,57,35
39,35,48,46
52,30,52,50
51,39,35,44
32,60,46,36
55,60,43,48
46,32,55,30
37,55,51,34
32,55,39,41
33,40,37,50
49,59,50,57
50,39,37,50
44,35,55,60
55,53,49,46
58,43,48,47
50,58,34,33
59,39,49,35
36,40,38,42
39,32,54,49
33,32,52,55
38,53,36,41
43,36,41,51
45,53,34,48
34,41,41,34
55,57,45,31
42,31,38,55
56,36,45,49
51,60,46,57
50,57,59,37
44,41,42,59
39,50,35,60
32,31,55,40
38,35,60,30
32,39,34,43
30,55,33,60
34,58,41,42
46,44,32,50
47,60,52,45
30,54,53,30
57,60,31,57
33,53,45,58
47,57,39,49
42,47,31,36
53,54,47,47
45,38,57,59
48,46,32,58
48,38,36,40
53,31,43,54
57,39,57,32
48,49,35,48
48,49,57,54
53,34,31,42
59,35,55,57
31,53,47,42
55,59,39,30
57,52,53,46
57,42,54,56
38,60,51,58
52,46,49,36
50,56,41,39
49,44,35,43
41,35,50,32
53,56,31,38
51,35,56,37
54,54,40,53
49,56,39,60
43,57,30,44
55,43,44,34
54,33,54,59
58,58,42,32
58,57,38,38
45,35,37,47
48,36,45,58
54,34,58,46
48,38,51,34
37,39,52,43
59,38,39,40
34,41,54,55
31,48,44,60
44,44,37,33
58,43,38,36
47,52,44,42
47,43,55,55
42,53,51,43
54,53,56,47
56,53,35,40
59,43,55,47
30,56,44,43
48,54,37,41
37,36,40,34
46,37,44,51
33,39,34,54
37,30,42,52
31,37,32,34
30,50,33,51
60,33,47,47
53,41,50,55
37,55,59,49
33,45,54,50
37,45,38,53
48,58,54,39
44,58,31,54
51,60,51,43
52,57,55,53
47,33,30,59
38,44,51,50
55,46,45,58
49,52,34,42
55,54,43,55
42,48,33,56
43,55,30,52
44,40,37,41
49,39,33,37
51,38,32,57
54,32,37,51
59,49,44,43
31,59,48,52
59,55,47,41
58,42,42,32
33,40,59,42
57,30,36,48
59,53,59,31
39,41,31,39
47,55,51,46
51,43,46,30
36,37,51,35
45,53,43,46
53,31,48,60
34,30,38,42
38,33,54,44
33,48,46,33
49,50,31,30
40,48,32,45
36,41,37,50
31,30,43,47
48,59,42,54
56,56,37,50
58,33,51,49
45,60,35,33
60,38,38,41
41,57,51,55
42,38,56,34
56,47,58,50
35,45,49,53
36,30,53,39
52,53,57,38
32,48,33,35
48,44,45,33
32,47,30,40
42,40,32,44
41,42,58,33
40,52,39,34
42,37,55,39
37,46,56,40
33,59,32,43
55,36,41,49
35,48,51,58
52,37,39,44
45,37,31,31
36,58,37,49
45,47,56,31
45,37,32,51
35,50,33,36
47,47,56,42
41,51,54,52
43,31,54,60
53,30,53,37
43,33,56,43
38,39,40,44
41,38,60,40
59,60,35,31
43,37,40,33
52,43,56,43
39,34,42,57
38,53,47,30
37,47,47,30
59,44,60,36
56,30,53,55
37,30,35,32
38,40,59,48
30,43,48,60
37,36,30,47
51,53,30,40
38,35,37,54
38,58,38,34
59,33,33,46
60,45,30,49
45,37,50,39
54,49,51,57
49,41,44,47
59,38,42,57
42,53,30,52
30,46,53,56
47,57,56,54
53,35,38,49
45,47,37,41
36,56,53,60
39,56,46,42
60,46,57,56
53,42,51,51
46,47,36,49
46,36,42,56
41,59,32,49
52,33,42,52
44,32,30,51
37,57,36,48
59,35,51,47
34,46,33,49
51,49,34,49
46,33,54,55
46,53,52,51
46,31,60,34
36,37,35,35
36,57,51,42
50,34,30,44
38,60,47,59
44,59,33,56
33,60,46,60
30,30,50,36
52,41,41,40
33,34,39,36
37,54,37,33
33,47,59,48
32,49,51,53
45,30,31,51
51,37,42,55
58,32,53,38
36,56,43,41
49,57,32,44
51,55,40,48
52,35,59,43
43,45,50,44
36,41,55,52
57,59,46,45
39,59,49,47
54,30,43,45
